Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Isolation_Source,Lat_Lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,samp_size,Sample Name,Source_material_ID,SRA Study
SRR5369351,AMPLICON,600,18387000,PRJNA379981,SAMN06627694,Metagenome or environmental,12593797,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664654,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1389061 N 155.8507466 W,1_31A_BAC49,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_31A_BAC49,Sample49,SRP102378
SRR5369352,AMPLICON,600,19506600,PRJNA379981,SAMN06627693,Metagenome or environmental,13523240,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664655,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1389061 N 155.8507466 W,1_31_BAC48,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_31_BAC48,Sample48,SRP102378
SRR5369353,AMPLICON,600,24747000,PRJNA379981,SAMN06627692,Metagenome or environmental,17323093,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664656,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1407182 N 155.8492309 W,1_30_BAC47,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_30_BAC47,Sample47,SRP102378
SRR5369354,AMPLICON,600,18757800,PRJNA379981,SAMN06627691,Metagenome or environmental,12809688,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664657,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1429576 N 155.8475317 W,1_29_BAC46,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_29_BAC46,Sample46,SRP102378
SRR5369355,AMPLICON,600,24646200,PRJNA379981,SAMN06627690,Metagenome or environmental,17071738,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664658,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1443198 N 155.8425664 W,1_27_BAC45,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_27_BAC45,Sample45,SRP102378
SRR5369356,AMPLICON,600,53259000,PRJNA379981,SAMN06627689,Metagenome or environmental,36430555,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664659,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1455906 N 155.8399032 W,1_26B_BAC44,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_26B_BAC44,Sample44,SRP102378
SRR5369357,AMPLICON,600,21085200,PRJNA379981,SAMN06627688,Metagenome or environmental,14523661,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664660,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1455906 N 155.8399032 W,1_26A_BAC43,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_26A_BAC43,Sample43,SRP102378
SRR5369358,AMPLICON,600,19141800,PRJNA379981,SAMN06627687,Metagenome or environmental,13118939,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664661,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1455906 N 155.8399032 W,1_26_BAC42,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_26_BAC42,Sample42,SRP102378
SRR5369359,AMPLICON,600,7650000,PRJNA379981,SAMN06627686,Metagenome or environmental,5395249,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664662,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.146422 N 155.8370503 W,1_25_BAC41,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_25_BAC41,Sample41,SRP102378
SRR5369360,AMPLICON,600,15610800,PRJNA379981,SAMN06627685,Metagenome or environmental,10534019,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664663,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1470354 N 155.8342795 W,1_24_BAC40,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_24_BAC40,Sample40,SRP102378
SRR5369361,AMPLICON,600,19378800,PRJNA379981,SAMN06627684,Metagenome or environmental,13688434,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664664,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1479032 N 155.8314082 W,1_23_BAC39,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_23_BAC39,Sample39,SRP102378
SRR5369362,AMPLICON,600,6721800,PRJNA379981,SAMN06627683,Metagenome or environmental,4771413,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664665,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.148086 N 155.8290215 W,1_22_BAC38,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_22_BAC38,Sample38,SRP102378
SRR5369363,AMPLICON,600,29913600,PRJNA379981,SAMN06627682,Metagenome or environmental,20461719,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664666,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,1_21B_BAC37,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_21B_BAC37,Sample37,SRP102378
SRR5369364,AMPLICON,600,18068400,PRJNA379981,SAMN06627681,Metagenome or environmental,12324101,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664667,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,1_21A_BAC36,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_21A_BAC36,Sample36,SRP102378
SRR5369365,AMPLICON,600,29916000,PRJNA379981,SAMN06627680,Metagenome or environmental,20793075,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664668,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,1_21S_BAC35,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_21S_BAC35,Sample35,SRP102378
SRR5369366,AMPLICON,600,34888800,PRJNA379981,SAMN06627679,Metagenome or environmental,24253703,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664669,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1487437 N 155.8262993 W,1_21_BAC34,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_21_BAC34,Sample34,SRP102378
SRR5369367,AMPLICON,600,20518800,PRJNA379981,SAMN06627678,Metagenome or environmental,14270158,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664670,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151139 N 155.8233119 W,1_20_BAC33,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_20_BAC33,Sample33,SRP102378
SRR5369368,AMPLICON,600,20867400,PRJNA379981,SAMN06627677,Metagenome or environmental,14330886,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664671,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1514988 N 155.8205746 W,1_19_BAC32,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_19_BAC32,Sample32,SRP102378
SRR5369369,AMPLICON,600,20812200,PRJNA379981,SAMN06627676,Metagenome or environmental,14218161,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664672,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1526044 N 155.817497 W,1_18_BAC31,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_18_BAC31,Sample31,SRP102378
SRR5369370,AMPLICON,600,22810200,PRJNA379981,SAMN06627675,Metagenome or environmental,15717439,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664673,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1531184 N 155.8147147 W,1_17_BAC30,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_17_BAC30,Sample30,SRP102378
SRR5369371,AMPLICON,600,15951000,PRJNA379981,SAMN06627674,Metagenome or environmental,10747601,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664674,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1536588 N 155.811971 W,1_16B_BAC29,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_16B_BAC29,Sample29,SRP102378
SRR5369372,AMPLICON,600,23946600,PRJNA379981,SAMN06627673,Metagenome or environmental,16605071,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664675,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1536588 N 155.811971 W,1_16A_BAC28,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_16A_BAC28,Sample28,SRP102378
SRR5369373,AMPLICON,600,15718200,PRJNA379981,SAMN06627672,Metagenome or environmental,11071035,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664676,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1536588 N 155.811971 W,1_16_BAC27,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_16_BAC27,Sample27,SRP102378
SRR5369374,AMPLICON,600,29677800,PRJNA379981,SAMN06627671,Metagenome or environmental,20886184,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664677,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1538764 N 155.8073956 W,1_15S_BAC26,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_15S_BAC26,Sample26,SRP102378
SRR5369375,AMPLICON,600,19717200,PRJNA379981,SAMN06627670,Metagenome or environmental,13378191,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664678,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1538764 N 155.8073956 W,1_15_BAC25,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_15_BAC25,Sample25,SRP102378
SRR5369376,AMPLICON,600,25812600,PRJNA379981,SAMN06627669,Metagenome or environmental,18075061,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664679,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1542733 N 155.8040183 W,1_14S_BAC24,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_14S_BAC24,Sample24,SRP102378
SRR5369377,AMPLICON,600,24194400,PRJNA379981,SAMN06627668,Metagenome or environmental,16728726,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664681,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1542733 N 155.8040183 W,1_14_BAC23,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_14_BAC23,Sample23,SRP102378
SRR5369378,AMPLICON,600,2564400,PRJNA379981,SAMN06627667,Metagenome or environmental,1934194,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664682,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,1_EC1_BAC22,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_EC1_BAC22,Sample22,SRP102378
SRR5369379,AMPLICON,600,26826000,PRJNA379981,SAMN06627666,Metagenome or environmental,18616934,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664683,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1551911 N 155.7996752 W,1_13_BAC21,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_13_BAC21,Sample21,SRP102378
SRR5369380,AMPLICON,600,28700400,PRJNA379981,SAMN06627665,Metagenome or environmental,19912958,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664684,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1542168 N 155.7967897 W,1_12_BAC20,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_12_BAC20,Sample20,SRP102378
SRR5369381,AMPLICON,600,17993400,PRJNA379981,SAMN06627664,Metagenome or environmental,12265669,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664685,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,1_11B_BAC19,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_11B_BAC19,Sample19,SRP102378
SRR5369382,AMPLICON,600,25990800,PRJNA379981,SAMN06627663,Metagenome or environmental,18167907,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664686,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,1_11A_BAC18,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_11A_BAC18,Sample18,SRP102378
SRR5369383,AMPLICON,600,29801400,PRJNA379981,SAMN06627662,Metagenome or environmental,20852095,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664687,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,1_11S_BAC17,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_11S_BAC17,Sample17,SRP102378
SRR5369384,AMPLICON,600,27702000,PRJNA379981,SAMN06627661,Metagenome or environmental,19117523,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664688,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.151047 N 155.7922973 W,1_11_BAC16,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_11_BAC16,Sample16,SRP102378
SRR5369385,AMPLICON,600,22174800,PRJNA379981,SAMN06627660,Metagenome or environmental,15597478,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664689,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1483812 N 155.7873264 W,1_10_BAC15,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_10_BAC15,Sample15,SRP102378
SRR5369386,AMPLICON,600,23829600,PRJNA379981,SAMN06627659,Metagenome or environmental,16457842,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664690,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1466804 N 155.7824111 W,1_9_BAC14,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_9_BAC14,Sample14,SRP102378
SRR5369387,AMPLICON,600,20794200,PRJNA379981,SAMN06627658,Metagenome or environmental,14065517,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664691,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1456788 N 155.7778046 W,1_8_BAC13,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_8_BAC13,Sample13,SRP102378
SRR5369388,AMPLICON,600,26553600,PRJNA379981,SAMN06627657,Metagenome or environmental,18531692,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664692,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1441914 N 155.7725012 W,1_7_BAC12,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_7_BAC12,Sample12,SRP102378
SRR5369389,AMPLICON,600,17958600,PRJNA379981,SAMN06627656,Metagenome or environmental,12323768,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664693,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1423334 N 155.7672201 W,1_6B_BAC11,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_6B_BAC11,Sample11,SRP102378
SRR5369390,AMPLICON,600,19149000,PRJNA379981,SAMN06627655,Metagenome or environmental,13039135,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664694,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1423334 N 155.7672201 W,1_6A_BAC10,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_6A_BAC10,Sample10,SRP102378
SRR5369391,AMPLICON,600,12147600,PRJNA379981,SAMN06627654,Metagenome or environmental,8564644,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664695,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1423334 N 155.7672201 W,1_6_BAC9,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_6_BAC9,Sample9,SRP102378
SRR5369392,AMPLICON,600,22148400,PRJNA379981,SAMN06627653,Metagenome or environmental,15328887,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664696,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1409406 N 155.7633525 W,1_5_BAC8,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_5_BAC8,Sample8,SRP102378
SRR5369393,AMPLICON,600,16632000,PRJNA379981,SAMN06627652,Metagenome or environmental,11722637,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664697,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1395456 N 155.7584621 W,1_4_BAC7,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_4_BAC7,Sample7,SRP102378
SRR5369394,AMPLICON,600,24733200,PRJNA379981,SAMN06627651,Metagenome or environmental,17364572,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664698,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1370346 N 155.7533418 W,1_3_BAC6,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_3_BAC6,Sample6,SRP102378
SRR5369395,AMPLICON,600,24222000,PRJNA379981,SAMN06627650,Metagenome or environmental,16277890,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664699,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1346374 N 155.7484341 W,1_2B_BAC5,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_2B_BAC5,Sample5,SRP102378
SRR5369396,AMPLICON,600,20257200,PRJNA379981,SAMN06627649,Metagenome or environmental,13803092,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664700,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1346374 N 155.7484341 W,1_2_BAC4,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_2_BAC4,Sample4,SRP102378
SRR5369397,AMPLICON,600,29731800,PRJNA379981,SAMN06627648,Metagenome or environmental,20878398,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664701,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1322805 N 155.7449897 W,1_1B_BAC3,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_1B_BAC3,Sample3,SRP102378
SRR5369398,AMPLICON,600,24994800,PRJNA379981,SAMN06627647,Metagenome or environmental,17157202,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664702,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1322805 N 155.7449897 W,1_1A_BAC2,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_1A_BAC2,Sample2,SRP102378
SRR5369399,AMPLICON,600,24894000,PRJNA379981,SAMN06627646,Metagenome or environmental,17005310,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664703,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1322805 N 155.7449897 W,1_1_BAC1,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,1_1_BAC1,Sample1,SRP102378
SRR5369055,AMPLICON,600,624000,PRJNA379981,SAMN06627991,Metagenome or environmental,520244,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664356,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_PC2_FUN346,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_PC2_FUN346,Sample346,SRP102378
SRR5369056,AMPLICON,600,2828400,PRJNA379981,SAMN06627990,Metagenome or environmental,2190546,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664357,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_PC1_FUN345,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_PC1_FUN345,Sample345,SRP102378
SRR5369057,AMPLICON,600,4488000,PRJNA379981,SAMN06627989,Metagenome or environmental,3480401,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664358,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_EC_FUN344,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_EC_FUN344,Sample344,SRP102378
SRR5369058,AMPLICON,600,4423200,PRJNA379981,SAMN06627988,Metagenome or environmental,3342719,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664359,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_EC2A_FUN343,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_EC2A_FUN343,Sample343,SRP102378
SRR5369059,AMPLICON,600,2272800,PRJNA379981,SAMN06627987,Metagenome or environmental,1746529,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664360,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_EC1A_FUN342,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_EC1A_FUN342,Sample342,SRP102378
SRR5369060,AMPLICON,600,8796600,PRJNA379981,SAMN06627986,Metagenome or environmental,6666567,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664361,USA,North America,USA: Hawaii,Illumina MiSeq,soil,not applicable,4_EC5_FUN341,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_EC5_FUN341,Sample341,SRP102378
SRR5369061,AMPLICON,600,32901600,PRJNA379981,SAMN06627985,Metagenome or environmental,25149011,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664362,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1162568 N 155.8806141 W,4_46B_FUN340,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_46B_FUN340,Sample340,SRP102378
SRR5369062,AMPLICON,600,26881200,PRJNA379981,SAMN06627984,Metagenome or environmental,20172044,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664363,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1162568 N 155.8806141 W,4_46A_FUN339,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_46A_FUN339,Sample339,SRP102378
SRR5369063,AMPLICON,600,17097600,PRJNA379981,SAMN06627983,Metagenome or environmental,12946034,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664364,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1162568 N 155.8806141 W,4_46S_FUN338,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_46S_FUN338,Sample338,SRP102378
SRR5369064,AMPLICON,600,20384400,PRJNA379981,SAMN06627982,Metagenome or environmental,15520809,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664365,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1162568 N 155.8806141 W,4_46_FUN337,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_46_FUN337,Sample337,SRP102378
SRR5369065,AMPLICON,600,12847800,PRJNA379981,SAMN06627981,Metagenome or environmental,9703995,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664366,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1142141 N 155.8785506 W,4_45S_FUN336,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_45S_FUN336,Sample336,SRP102378
SRR5369066,AMPLICON,600,30391800,PRJNA379981,SAMN06627980,Metagenome or environmental,23121275,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664367,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1142141 N 155.8785506 W,4_45_FUN335,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_45_FUN335,Sample335,SRP102378
SRR5369067,AMPLICON,600,43855800,PRJNA379981,SAMN06627979,Metagenome or environmental,33106915,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664368,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1137888 N 155.8758476 W,4_44S_FUN334,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_44S_FUN334,Sample334,SRP102378
SRR5369068,AMPLICON,600,28870200,PRJNA379981,SAMN06627978,Metagenome or environmental,21782397,STANFORD UNIVERSITY,2015-07,public,,s3,s3.us-east-1,SRX2664369,USA,North America,USA: Hawaii,Illumina MiSeq,soil,20.1137888 N 155.8758476 W,4_44_FUN333,PAIRED,PCR,METAGENOMIC,soil metagenome,ILLUMINA,2018-04-30T00:00:00Z,0.25g,4_44_FUN333,Sample333,SRP102378
